"IdCliente","Apellido","ScoringCrediticio","Pais","Genero","Edad","IdCuenta","BalanceCuenta","CantidadProductos","TarjetaCredito","Activo","SalarioEstimado","DejaBanco"
15742798,"French",829,"Francia","Femenino",22,6734,150126.44,1,1,0,152107.93,1
15608956,"Su",711,"Francia","Masculino",33,9124,0,1,0,0,41590.4,0
15586523,"Paten",720,"Alemania","Femenino",29,10287,106230.92,1,1,1,69903.93,1
15784597,"Lattimore",NA,"Francia","Masculino",26,1426,162923.85,1,1,0,98368.24,0
15675450,"Burt",718,"Francia","Masculino",48,8687,0,2,1,1,72105.63,0
15792720,"Martinez",676,"Francia","Masculino",33,10004,171490.78,1,0,0,79099.64,0
15617304,"Ershova",722,"Francia","Masculino",40,9296,0,2,1,1,111893.09,0
15578546,"Akobundu",491,"Alemania","Masculino",26,7281,102251.14,1,1,1,145900.89,0
15658589,"Brady",850,"España","Masculino",38,6196,94652.04,1,1,1,171960.76,0
15722212,"Edmondstone",696,"Francia","Femenino",41,5514,0,2,0,0,28276.83,0
15625461,"Amos",613,"Francia","Femenino",45,1355,187841.99,2,1,1,147224.27,0
15641794,"Ridley",698,"Francia","Masculino",33,6445,135658.73,2,0,1,39755,0
15619935,"Vanmeter",783,"España","Femenino",59,3454,126224.87,1,1,1,4423.63,0
15761374,"Bellucci",706,"Francia","Masculino",54,2840,117444.51,1,1,1,186238.85,0
15776433,"Greco",730,"España","Masculino",62,1388,0,2,1,1,186489.95,0
15743051,"Hamilton",694,"Francia","Masculino",30,9025,144684.03,1,1,1,31805.49,0
15587676,"Alexeieva",699,"Francia","Masculino",30,9568,0,1,1,1,108162.13,0
15789936,"T'ao",663,"Francia","Femenino",33,7566,0,2,1,0,153295,0
15566543,"Aldridge",573,"España","Masculino",44,10962,0,2,1,0,107124.17,0
15765266,"Fleming",615,"Francia","Masculino",32,5302,0,2,0,0,2139.25,0
15738715,"Alexander",600,"Francia","Femenino",37,NA,0,3,1,0,7312.25,1
15765375,"Butusov",797,"Francia","Femenino",46,10934,0,1,0,0,162668.33,0
15664227,"Threatt",506,"Alemania","Masculino",28,4585,53053.76,1,0,1,24577.34,0
15605672,"Yuan",694,"Francia","Femenino",38,10926,195926.39,1,1,1,85522.84,0
15734438,"Kanayochukwu",590,"Francia","Femenino",29,5866,0,2,1,0,121846.81,0
15578098,"Jamieson",600,"Francia","Masculino",31,10675,0,2,1,1,121555.51,0
15580148,"Welch",750,"Alemania","Masculino",40,1706,168286.81,3,1,0,20451.99,1
15568573,"Graham",554,"Alemania","Femenino",51,4732,105701.91,1,0,1,179797.79,1
15631162,"Bergamaschi",631,"Francia","Masculino",32,9934,0,2,0,1,196342.66,0
15696371,"Thomas",812,"España","Femenino",24,9878,92476.88,1,0,0,83247.14,0
15649379,"Somayina",850,"Francia","Femenino",46,8164,0,2,1,1,187980.21,0
15717056,"Pan",828,"Alemania","Femenino",25,5977,144351.86,1,1,0,116613.26,0
15758606,"Yamamoto",738,"Francia","Masculino",54,2988,0,1,0,1,55725.04,1
15692430,"Milano",699,"Alemania","Masculino",36,8424,123601.56,2,1,0,103557.85,0
15784923,"Chimezie",705,"Alemania","Femenino",37,9757,109974.22,1,1,1,36320.87,1
15641298,"Corones",512,"Alemania","Masculino",42,6201,93955.83,2,1,0,14828.54,0
15613014,"Hs?",722,"Alemania","Masculino",29,4177,107233.85,2,1,0,24924.92,0
15677324,"Botts",683,"Alemania","Masculino",73,7367,124730.26,1,1,1,51999.5,0
15589018,"Padilla",719,"Alemania","Masculino",28,3763,106070.29,2,1,1,183893.31,0
15703793,"Konovalova",738,"Alemania","Masculino",58,1071,133745.44,4,1,0,28373.86,1
15662751,"Piazza",655,"Alemania","Femenino",40,6243,81954.6,1,1,1,198798.44,1
15648951,"Kao",785,"España","Masculino",41,6620,0,2,1,1,199108.88,0
15578787,"Goddard",641,"Francia","Femenino",52,9919,0,1,1,0,90964.54,1
15666043,"Mackey",520,"Francia","Masculino",33,3030,156297.58,2,1,1,166102.61,0
15697948,"Henderson",752,"España","Femenino",36,6753,0,2,1,1,48505.1,0
15724944,"Tien",663,"Francia","Masculino",34,1142,0,2,1,1,180427.24,0
15711309,"Sumrall",574,"Alemania","Masculino",33,1555,129834.67,1,1,0,193131.42,0
15566790,"McIntyre",598,"Francia","Masculino",28,9182,129991.76,2,0,1,46041.08,0
15654183,"Aitken",738,"Francia","Femenino",26,7013,0,2,1,0,67484.16,0
15803378,"Small",850,"España","Masculino",44,8013,0,2,1,1,183617.32,0
15709447,"Reed",584,"Francia","Femenino",26,10378,146286.22,1,1,0,105105.35,0
15752816,"Murray",531,"Francia","Masculino",29,2817,114590.58,1,0,0,75585.48,0
15751593,"Fraser",570,"Alemania","Masculino",35,4492,85668.59,1,1,0,105525.36,0
15808386,"Cocci",721,"Alemania","Femenino",45,8396,138523.2,1,0,0,59604.45,1
15682021,"Lai",471,"Alemania","Masculino",23,6689,104592.55,2,1,0,131736.23,0
15749265,"Carslaw",427,"Alemania","Masculino",42,10276,75681.52,1,1,1,57098,0
15689980,"Willis",725,"España","Femenino",36,2771,118520.26,1,0,0,131173.9,1
15587611,"Kauffmann",537,"Francia","Masculino",59,5550,0,2,0,0,103799.77,1
15813850,"Christian",720,"Francia","Masculino",52,1652,0,1,1,1,14781.12,0
15810898,"Pan",803,"Francia","Femenino",65,7516,151659.52,2,0,1,6930.17,0
15767871,"H?",784,"España","Masculino",48,4048,0,2,1,1,182609.97,0
15790379,"Rowe",629,"Alemania","Masculino",28,3070,108601,1,1,1,119647.7,0
15696733,"McKenzie",724,"Francia","Masculino",29,10568,0,1,1,0,8982.75,0
15598088,"Ni",559,"España","Masculino",25,2968,0,2,1,1,163221.22,0
15726945,"Andreev",677,"Francia","Femenino",72,4881,0,2,1,1,153604.44,0
15610433,"Kwemto",573,"Francia","Masculino",35,10177,0,2,1,0,11743.89,0
15622033,"Rapuluchukwu",847,"Alemania","Femenino",41,10256,101543.51,4,1,0,16025.17,1
15660646,"Fanucci",528,"Francia","Masculino",35,5487,156687.1,1,1,0,199320.77,0
15626795,"Gorman",672,"Francia","Femenino",40,6014,0,1,1,0,113171.61,1
15593425,"Bracewell",662,"España","Femenino",54,7568,187997.15,1,0,0,111442.71,1
15708650,"Fullwood",727,"Francia","Femenino",31,6890,52192.08,2,0,1,160383.47,0
15569120,"Lucas",615,"Francia","Masculino",30,5983,0,2,1,1,156346.84,0
15566563,"Duigan",777,"Francia","Femenino",30,8738,137851.31,1,1,0,5008.23,1
15805523,"Nnaife",717,"Francia","Femenino",28,5426,90537.16,1,0,1,74800.99,0
15764431,"Chinwenma",671,"España","Femenino",34,4366,130929.02,4,1,1,28238.25,1
15664498,"Golovanov",508,"Francia","Masculino",26,5437,205962,1,1,0,156424.4,0
15680855,"Iloabuchi",637,"Francia","Masculino",33,2447,145731.83,1,0,1,109219.43,0
15777958,"Ch'ien",587,"Francia","Masculino",39,10837,0,2,1,1,170409.45,0
15812767,"Harvey",731,"España","Masculino",70,6149,0,2,1,1,141180.66,0
15642001,"Lorenzen",576,"Alemania","Masculino",44,8508,119530.52,1,1,0,119056.68,1
15614936,"Mancini",718,"España","Femenino",49,9202,82321.88,1,0,1,11144.4,0
15660211,"Shih",629,"Alemania","Masculino",35,1308,156847.29,2,1,0,31824.29,0
15715709,"Shih",696,"Alemania","Masculino",43,6945,114091.38,1,0,1,159888.1,0
15767954,"Osborne",635,"Alemania","Femenino",28,1090,81623.67,2,1,1,156791.36,0
15791114,"Yegorova",700,"Francia","Masculino",37,6318,135179.49,1,1,0,160670.37,0
15649523,"Kennedy",581,"Francia","Masculino",38,2566,0,2,1,0,46176.22,0
15640953,"Bligh",611,"Francia","Femenino",26,2531,107508.93,2,1,1,120801.65,0
15672798,"O'Brien",656,"Francia","Femenino",45,6948,145933.27,1,1,1,199392.14,0
15676909,"Mishin",667,"España","Femenino",34,8390,0,2,1,0,163830.64,0
15781505,"Giordano",685,"Francia","Masculino",20,6219,104719.94,2,1,0,38691.34,0
15655232,"Noble",437,"Alemania","Masculino",35,9109,126803.34,2,1,1,161133.4,0
15704168,"Ting",535,"Alemania","Masculino",38,6728,127475.24,1,0,0,60775.76,1
15660385,"Stevenson",592,"Francia","Masculino",39,5555,0,2,1,0,83084.33,0
15732903,"Fontenot",673,"Francia","Masculino",39,7961,82255.51,2,1,0,109545.56,0
15749669,"Hargreaves",542,"Francia","Femenino",31,10264,0,2,1,1,115217.59,0
15796480,"Reilly",687,"Francia","Femenino",31,4677,0,2,0,1,145411.39,0
15702801,"Ts'ao",677,"Francia","Femenino",29,8702,86616.35,1,0,0,91903.9,1
15641007,"Holden",614,"Francia","Femenino",38,8655,72594,1,1,1,76042.48,0
15601351,"Moroney",735,"Francia","Masculino",43,7830,127806.91,1,1,1,73069.59,0
15643121,"Chu",753,"Alemania","Femenino",35,7493,82453.96,2,0,0,18254.75,0
15571415,"Okwudiliolisa",805,"Alemania","Masculino",56,8085,151802.29,1,1,0,46791.09,1
15790254,"Wood",741,"España","Masculino",50,8017,78737.61,1,1,1,13018.96,0
15615176,"Welsh",732,"Francia","Masculino",26,8546,0,2,1,0,154364.66,0
15646859,"Heydon",621,"Alemania","Masculino",47,3896,107363.29,1,1,1,66799.28,0
15622370,"Boyle",813,"Alemania","Masculino",30,10485,116416.94,1,0,1,85808.22,0
15754105,"Olisanugo",650,"Francia","Masculino",37,1148,106967.18,1,0,0,24495.03,0
15706552,"Odinakachukwu",533,"Francia","Masculino",36,1032,85311.7,1,0,1,156731.91,0
15708504,"Wong",790,"Alemania","Masculino",50,9241,121438.58,1,1,1,176471.78,1
15806403,"Hu",650,"Francia","Masculino",37,5047,0,2,1,0,17974.08,0
15577398,"Ch'eng",850,"Francia","Masculino",30,8971,86449.39,1,1,1,188809.23,0
15669204,"Grant",650,"Alemania","Masculino",23,5565,93911.3,2,1,0,69055.45,0
15643575,"Evseev",757,"Alemania","Masculino",36,10922,65349.71,1,0,0,64539.64,0
15683157,"Waring",613,"Francia","Masculino",26,5820,100446.57,1,0,1,149653.81,0
15709232,"McKay",586,"Alemania","Femenino",47,9405,157099.47,2,1,1,65481.86,0
15742272,"Ozerova",669,"Francia","Femenino",44,3663,96418.09,1,0,0,131609.48,1
15669262,"Maslov",765,"Francia","Masculino",43,7831,157960.49,2,0,0,136602.8,0
15677387,"Folliero",749,"Alemania","Femenino",33,8781,76692.22,1,0,1,30396.43,0
15780954,"Cran",582,"España","Masculino",26,2972,65848.36,2,1,0,30149.21,0
15582519,"Seleznyov",479,"Francia","Masculino",47,9433,121797.09,1,0,1,5811.9,1
15757473,"Chukwujamuike",766,"Francia","Femenino",27,8770,NA,2,0,1,47579.25,0
15721462,"Shubin",622,"España","Femenino",58,6102,0,2,1,1,33277.31,0
15651983,"Fang",591,"Francia","Femenino",56,3974,128882.49,1,1,1,196241.94,1
15635097,"Okeke",599,"Alemania","Masculino",39,5092,188976.89,2,0,1,176142.09,0
15743193,"Olson",644,"Francia","Masculino",37,10567,117271.8,2,1,0,104217.96,1
15782531,"Chou",684,"España","Femenino",31,5456,0,2,1,0,188637.05,0
15636912,"Sneddon",678,"España","Masculino",38,10702,124483.53,1,1,0,126253.31,0
15612418,"Virgo",744,"Francia","Femenino",38,8881,0,2,0,0,20940.76,0
15645572,"Calabresi",743,"Francia","Femenino",40,2330,0,1,1,0,28280.8,1
15710543,"Okwuoma",629,"Francia","Masculino",46,5625,130666.2,1,1,1,161125.67,1
15700854,"Cunningham",595,"España","Masculino",35,2690,0,1,1,0,100015.79,1
15691785,"Findlay",850,"Francia","Masculino",61,4775,0,1,1,0,53067.83,1
15805463,"Board",682,"Alemania","Masculino",32,9926,105163.88,2,1,1,164170.46,0
15602844,"Niu",717,"Francia","Masculino",38,2764,97459.06,1,0,0,189175.71,0
15670416,"Ferri",780,"Francia","Femenino",43,5662,0,1,0,1,15705.27,0
15621546,"Yuriev",620,"Francia","Femenino",33,8056,127638.35,1,1,1,192717.57,0
15794273,"Hand",604,"Francia","Femenino",56,7195,62732.65,1,0,1,124954.56,0
15627377,"Sabbatini",593,"Francia","Masculino",41,5799,0,2,1,1,99136.49,0
15589969,"Capon",850,"Francia","Masculino",34,6139,0,1,0,1,52796.31,0
15690452,"Tung",605,"Francia","Masculino",52,1401,63349.75,1,1,0,108887.44,0
15608246,"Wentcher",736,"Alemania","Femenino",36,10089,103914.17,1,1,1,110035.88,1
15679429,"Bell",694,"Francia","Masculino",32,7224,91956.49,1,1,1,59961.81,0
15588517,"Sun",717,"Francia","Masculino",38,6246,0,2,1,1,158580.05,0
15774192,"Miller",539,"Alemania","Femenino",38,5484,105435.74,1,0,0,80575.44,1
15767864,"Fulton",628,"Francia","Masculino",33,2027,0,2,0,0,184230.23,0
15642785,"Douglas",479,"Francia","Masculino",34,10965,117593.48,2,0,0,113308.29,0
15616550,"Chidiebele",698,"Alemania","Masculino",44,1051,116363.37,2,1,0,198059.16,0
15719352,"Davidson",754,"España","Masculino",39,1617,170184.99,2,1,0,89593.26,0
15810075,"Fang",648,"Francia","Femenino",39,4149,130694.89,2,1,1,153955.38,1
15794278,"Romani",816,"España","Masculino",67,1737,151858.98,1,1,1,72814.31,0
15716518,"Yuryeva",617,"Francia","Femenino",27,3468,0,2,0,0,190269.21,0
15778947,"Sullivan",628,"Francia","Masculino",36,5232,0,2,1,1,8742.91,0
15668444,"He",590,"España","Femenino",44,1454,139432.37,1,1,0,62222.81,0
15734005,"Mazzi",633,"Francia","Femenino",42,6062,0,2,1,0,56865.62,0
15704583,"Chikwado",651,"Francia","Masculino",56,3917,0,1,1,0,114522.68,1
15597602,"Nwachinemelu",619,"Alemania","Masculino",57,1431,137946.39,1,1,1,72467.99,1
15622631,"H?",588,"Francia","Masculino",44,7985,154409.74,1,1,0,49324.03,1
15622993,"Boyd",709,"Alemania","Masculino",28,1384,124695.72,2,1,0,145251.35,0
15686941,"Hutchinson",575,"España","Femenino",26,5812,0,2,1,0,112507.63,0
15750778,"Ponomarev",653,"Francia","Femenino",60,4842,120731.39,4,1,1,138160.11,1
15745623,"Worsnop",788,"Francia","Masculino",32,6907,112079.58,1,0,0,89368.59,0
15621818,"Anayolisa",747,"Alemania","Masculino",29,7772,117726.33,1,1,1,175398.34,0
15783026,"H?",701,"Francia","Femenino",41,7003,0,1,1,0,47856.78,0
15794661,"Liu",674,"España","Masculino",32,4071,0,2,1,0,140579.17,0
15571752,"Romani",668,"Alemania","Femenino",32,2380,92041.87,1,1,1,43595.9,0
15768746,"McLean",561,"Francia","Masculino",33,8739,0,2,0,0,173680.39,0
15654577,"Alexeeva",549,"Alemania","Masculino",54,5344,92877.33,1,1,0,2619.64,1
15799653,"Fiorentino",583,"Alemania","Femenino",32,10240,94753.55,2,1,1,18149.03,0
15599869,"Dyson",728,"España","Femenino",29,5254,0,1,1,1,83056.22,0
15589348,"Le Grand",850,"España","Masculino",37,2688,137204.77,1,1,1,28865.59,0
15700424,"Hsiao",461,"Francia","Femenino",35,9951,0,1,1,1,54209.02,0
15747980,"Cattaneo",737,"España","Masculino",38,3061,146282.79,2,1,0,198516.2,0
15685245,"Jowett",608,"España","Femenino",56,4822,0,2,0,1,153810.41,0
15571550,"Dore",699,"Francia","Masculino",39,2639,0,1,1,0,80963.92,0
15603743,"Tai",526,"Francia","Masculino",28,6969,112070.44,1,0,1,126281.83,0
15764892,"Spinelli",590,"España","Femenino",51,9107,84474.62,2,1,1,190937.09,0
15677317,"Ankudinova",570,"Francia","Femenino",29,6904,153040.03,1,1,1,131363.57,1
15800434,"Burgess",811,"Alemania","Masculino",52,2306,76915.4,1,0,0,146359.81,1
15641114,"Power",701,"Francia","Masculino",37,3201,130091.5,1,1,1,120031.29,0
15586585,NA,698,"Alemania","Femenino",51,1610,111018.98,1,1,0,86410.28,0
15664772,"Greece",489,"Alemania","Masculino",28,2335,79460.98,2,1,1,167973.63,0
15719426,"Cole",529,"Francia","Masculino",67,9675,103101.56,2,1,1,154002.02,1
15613326,"Gow",596,"Francia","Femenino",33,3411,138162.81,1,1,0,85412.54,0
15717426,"Armstrong",850,"Francia","Masculino",36,1039,0,1,1,1,40812.9,0
15759741,"Knepper",591,"Alemania","Femenino",34,7180,150635.3,1,1,1,72274.84,0
15610419,"Chukwueloka",554,"Francia","Masculino",33,10768,117413.95,1,1,1,12766.74,0
15667215,"Chandler",678,"Francia","Masculino",31,1663,0,2,1,1,58803.28,0
15694581,"Rawlings",807,"España","Masculino",42,9607,0,2,1,1,74900.9,0
15633064,"Stonebraker",438,"Francia","Femenino",36,1649,0,2,1,0,64420.5,0
15808334,"Mackay",776,"Alemania","Femenino",37,4746,93124.04,2,1,1,196079.32,0
15680727,"Fang",735,"Francia","Masculino",49,2733,121973.28,1,1,0,148804.36,0
15760446,"Pagnotto",598,"Francia","Femenino",64,3671,0,1,0,1,13181.37,1
15588080,"Giles",675,"Francia","Masculino",54,4239,0,1,1,0,110273.84,1
15617136,"Mazzanti",451,"Alemania","Femenino",38,3477,61482.47,1,1,1,167538.66,0
15812706,"Mazure",627,"España","Masculino",49,4522,111087.5,1,0,1,146680.25,0
15604576,"Eiland",850,"España","Masculino",22,4681,0,1,1,1,144385.54,0
15786617,"Arcuri",485,"Alemania","Masculino",34,5642,133658.24,1,1,0,70209.83,0
15566735,"Obialo",548,"Alemania","Femenino",36,9429,108913.84,2,1,1,140460.01,0
15636595,"Loton",602,"España","Masculino",37,9237,107592.89,2,0,1,153122.73,0
15665438,"Hs?",669,"Francia","Masculino",43,3359,163159.85,1,0,1,15602.8,0
15599301,"Tao",538,"Alemania","Femenino",28,3642,164365.44,1,0,1,5698.97,0
15636238,"Graham",611,"Francia","Masculino",40,2765,0,2,1,1,102547.56,0
15747854,"Rudd",749,"Francia","Femenino",35,4774,0,3,1,1,132649.85,0
15583364,"McGregor",476,"Francia","Femenino",32,3504,111871.93,1,0,0,112132.86,0
15593094,"Goddard",516,"Francia","Masculino",27,5851,0,1,1,0,142680.64,1
15800233,"Okwuadigbo",850,"Francia","Femenino",40,7472,0,2,1,0,35034.15,0
15592386,"Campbell",520,"Francia","Masculino",58,1360,0,2,0,1,32790.02,0
15601627,"Siciliano",587,"Francia","Masculino",33,7845,148163.57,1,0,0,122925.4,0
15674254,"Kerr",554,"España","Femenino",45,6797,0,2,1,1,193412.05,0
15600357,"Findlay",495,"Francia","Femenino",40,6415,140197.71,2,1,0,150720.39,0
15581525,"Walker",775,"Alemania","Masculino",33,5956,83501.66,2,1,0,128841.31,0
15635459,"Shih",667,"Alemania","Femenino",27,3043,106116.5,2,1,0,3674.71,0
15700209,"Walker",486,"Francia","Masculino",63,3616,97009.15,1,1,1,85101,0
15622230,"Cribb",705,"Francia","Femenino",35,5732,0,2,0,1,66331.01,0
15615456,"Aleksandrova",680,"Francia","Femenino",37,2951,123806.28,1,1,0,81776.84,1
15727041,"Fiorentini",624,"Francia","Masculino",71,6784,0,2,1,1,108841.83,0
15672357,"Sochima",631,"España","Masculino",38,8670,0,2,1,0,181605.85,0
15798532,"Crawford",810,"Francia","Masculino",32,9200,120879.73,2,0,1,78896.59,0
15796958,"Tang",658,"Francia","Masculino",39,6359,0,2,1,0,48378.4,0
15717191,"Ferri",508,"Francia","Masculino",49,9449,93817.41,2,1,1,132468.76,1
15767894,"Ch'ien",741,"Francia","Femenino",21,4897,0,2,0,1,139259.54,0
15769064,"Marshall",537,"Alemania","Masculino",39,3433,135309.36,1,1,0,31728.86,1
15710928,"McChesney",665,"Francia","Femenino",55,3715,136354.16,1,1,1,93769.89,0
15642515,"Arcuri",620,"Francia","Femenino",42,6497,0,2,0,1,65565.92,0
15623220,"Brown",723,"España","Femenino",45,7052,0,2,1,0,37214.39,0
15786200,"Brock",564,"Francia","Masculino",31,3701,0,2,1,0,53520.03,0
15745843,"Kinlaw",689,"España","Femenino",31,2369,0,2,1,1,136610.02,0
15615207,"Yeh",792,"España","Masculino",47,5212,0,1,1,1,5557.88,1
15749300,"Teng",556,"Francia","Femenino",47,6933,139914.27,1,1,1,50390.98,0
15646539,"Liao",531,"Francia","Masculino",31,3403,96288.26,1,1,0,56794.73,0
15794236,"Thorpe",642,"Alemania","Masculino",22,10797,111812.52,2,1,1,183045.46,0
15651627,"White",628,"Alemania","Masculino",39,7930,115341.19,1,1,1,107674.3,1
15588701,"Lai",592,"Francia","Femenino",38,3358,0,2,1,0,35338.96,0
15773071,"Serena",780,"España","Femenino",33,7137,145580.61,1,1,1,154598.56,0
15584812,"Overby",693,"España","Femenino",39,10428,0,2,0,0,81901.6,0
15711446,"Sinclair",569,"España","Femenino",51,8026,0,3,1,0,75084.96,1
15792916,"Ositadimma",559,"España","Femenino",40,5999,144470.77,1,1,1,18917.95,0
15625141,"Porter",563,"España","Masculino",26,7515,0,2,0,0,6139.74,0
15770474,"Myers",685,"Francia","Femenino",33,10061,0,3,0,1,70221.13,1
15615352,"Ebelechukwu",588,"Francia","Masculino",31,9162,99607.37,2,0,1,35877.03,0
15720123,"Hudson",554,"España","Masculino",37,10575,0,2,1,0,166177.3,0
15743817,"Hargreaves",621,"Alemania","Masculino",40,5968,174126.75,3,1,0,172490.78,1
15577751,"Pisano",759,"Alemania","Masculino",30,5279,101802.67,1,0,0,8693.8,0
15790599,"Yin",756,"Alemania","Femenino",39,10131,149363.12,2,1,1,109098.39,0
15632551,"Buccho",625,"Alemania","Masculino",31,4526,77743.01,2,1,0,75335.68,0
15669805,"Warren",748,"Alemania","Femenino",31,9275,99557.94,1,1,0,199255.32,0
15745624,"McKenzie",828,"Francia","Masculino",37,6403,0,2,1,0,94845.45,0
15617029,"Young",596,"España","Femenino",30,9612,0,2,1,0,8125.39,0
15632272,"Lung",792,"Francia","Femenino",42,4419,0,2,1,0,92664.09,0
15632365,"Booth",542,"Alemania","Masculino",33,4655,142871.27,2,0,0,77737.86,0
15767358,"Obioma",711,"Alemania","Femenino",45,8108,97486.15,2,1,0,50610.62,0
15726588,"Seleznev",653,"España","Femenino",36,4863,0,2,0,0,110525.6,0
15661409,"Shen",542,"Francia","Femenino",42,8943,0,1,1,1,178256.58,1
15607634,"Cobb",606,"Alemania","Masculino",40,10664,95293.86,2,0,1,96985.58,0
15717962,"Ch'iu",773,"España","Masculino",63,8803,111179.83,1,1,1,93091.02,0
15599956,"Payne",747,"Francia","Masculino",27,2507,0,2,0,0,13007.89,0
15728474,"Chienezie",558,"Alemania","Masculino",32,3689,108235.91,1,1,1,143783.28,0
15794048,"Wan",667,"Alemania","Femenino",48,1852,97133.92,2,0,0,113316.77,1
15659962,"McIntosh",637,"Francia","Masculino",60,5088,0,2,1,1,70174.03,0
15633531,"Lavrov",717,"Francia","Femenino",76,3926,138489.66,1,1,1,68400.14,0
15600739,"Galkin",562,"España","Femenino",35,1789,0,2,1,0,119899.52,0
15791373,"Chikezie",850,"Alemania","Femenino",35,4171,80931.75,1,0,0,12639.67,1
15759991,"Hunter",748,"España","Masculino",36,5861,141573.55,1,1,0,82158.14,0
15620341,"Nwebube",500,"Alemania","Masculino",44,5997,160838.13,2,1,0,196261.64,0
15645717,"Avdeeva",732,"Francia","Masculino",62,5699,0,2,1,1,25438.87,0
15726791,"Nuttall",637,"España","Femenino",45,3353,157929.45,1,1,1,145134.49,1
15760641,"Gerald",608,"Alemania","Masculino",26,7175,106648.98,1,0,1,7063.6,0
15631217,"Young",663,"Francia","Masculino",40,9101,156218.19,1,0,1,33607.72,0
15780254,"Gartrell",654,"Francia","Masculino",40,3077,0,1,0,0,183872.88,1
15736816,"Young",756,"Alemania","Masculino",36,1027,136815.64,1,1,1,170041.95,0
15697249,"Lettiere",546,"Alemania","Femenino",25,10245,132837.7,1,1,0,131647.31,0
15701738,"Arcuri",612,"Alemania","Masculino",44,8662,115163.38,1,1,1,97677.52,1
15735788,"Chiagoziem",709,"Francia","Masculino",31,4885,0,2,1,1,71009.84,0
15616922,"Kelly",479,"Francia","Femenino",26,4607,0,2,1,1,19116.97,0
15572735,"Chang",433,"España","Masculino",27,7546,0,2,1,1,153698.65,0
15610056,"Dufresne",631,"Alemania","Femenino",34,3220,125227.82,2,0,1,128247.03,0
15775318,"Lu",590,"España","Femenino",51,1556,154962.99,3,0,1,191932.27,1
15714658,"Yates",696,"Francia","Femenino",33,3921,0,2,1,1,73371.65,0
15804862,"Toscani",505,"Alemania","Masculino",43,5936,127146.68,1,0,0,137565.87,0
15777826,"Wofford",643,"Francia","Masculino",30,2347,94443.77,1,1,1,165614.4,0
15710105,"Stirling",581,"Alemania","Femenino",26,7110,105099.45,1,1,1,184520,1
15682860,"Lo",769,"España","Masculino",38,8055,0,2,0,0,104393.78,0
15737910,"Houghton",703,"Alemania","Masculino",35,7108,140691.08,2,1,0,167810.26,0
15607485,"Wakelin",692,"España","Femenino",29,9133,0,2,0,0,138880.24,0
15742210,"Ugochukwu",700,"Francia","Masculino",38,3469,65962.63,1,1,1,100950.48,0
15570769,"Kibble",494,"Francia","Masculino",69,3909,93320.8,1,1,1,24489.44,0
15572547,"Vaguine",670,"Francia","Femenino",45,5400,104930.38,1,1,0,155921.81,1
15685243,"Jamieson",736,"Francia","Femenino",63,8777,0,2,0,1,502.7,0
15623107,"Chukwumaobim",686,"España","Masculino",45,5350,74274.87,3,1,0,64907.48,1
15787756,"Nkemdirim",467,"Alemania","Masculino",51,9011,114514.71,2,1,0,177784.68,1
15769308,"Herbert",635,"Alemania","Femenino",36,10289,81231.85,2,1,0,196731.08,0
15788291,"Okwuadigbo",713,"Alemania","Femenino",38,1591,144606.22,1,1,1,56594.36,1
15757188,"Chimaijem",644,"España","Femenino",26,8370,153455.72,2,1,1,82696.84,0
15703037,"Edwards",618,"Francia","Masculino",37,7187,0,1,0,1,178705.45,1
15807457,"Abernathy",641,"España","Femenino",36,10374,0,2,1,0,102021.39,0
15701352,"Fanucci",611,"España","Femenino",28,7393,96381.68,2,1,0,181419.29,0
15583863,"Chimaobim",681,"Alemania","Masculino",49,7704,142946.18,1,0,0,187280.51,1
15651264,"Yobanna",850,"Alemania","Masculino",51,4804,124425.99,1,0,0,118545.49,1
15716334,"Rozier",850,"España","Femenino",45,1181,122311.21,1,1,1,19482.5,0
15773731,"John",758,"España","Femenino",35,6015,0,2,0,0,100365.51,0
15609704,"Mao",608,"Francia","Femenino",33,4695,0,1,1,0,79304.38,1
15668385,"Dellucci",642,"Francia","Masculino",40,3980,154863.15,1,1,1,138052.51,0
15685654,"Allan",514,"España","Masculino",66,5011,0,2,1,1,14234.31,0
15597930,"Wilson",646,"Francia","Masculino",52,3795,59669.43,1,0,0,172495.81,1
15721383,"Harvey",627,"España","Masculino",40,10798,0,2,1,1,194792.42,0
15654390,"He",640,"Francia","Masculino",33,3337,NA,1,1,0,25722.28,1
15752047,"Trevisano",689,"Alemania","Masculino",33,1211,161814.64,2,1,0,169381.9,0
15719958,"Degtyarev",850,"Alemania","Masculino",39,2365,124548.99,2,1,1,120380.12,0
15661433,"Zetticci",519,"Francia","Masculino",34,7908,0,1,1,0,68479.6,0
15617134,"Iqbal",716,"Francia","Masculino",38,4041,0,2,1,0,189678.7,0
15763704,"Docherty",692,"Alemania","Femenino",43,4466,69014.49,2,0,0,NA,0
15609083,"Tretiakova",544,"Francia","Femenino",26,10200,0,1,1,0,100200.4,1
15674671,"Conway",551,"España","Masculino",76,8789,128410.71,2,1,1,181718.73,0
15747757,"Trevascus",600,"Alemania","Femenino",58,8259,118723.11,1,0,0,6209.51,1
15717706,"Forbes",799,"Francia","Femenino",32,5762,106045.92,2,1,1,17938,0
15786153,"McKenzie",644,"Alemania","Masculino",47,5189,137774.11,2,1,0,151902.78,0
15608226,"McMorran",513,"España","Masculino",72,4312,98903.06,1,1,1,81251.24,0
